اشکبار	'aSkbAr
قوم‌‌شناسی	qowmSenAsi
بخشش	baxSeS
پرونده‌سازی	parvandesAzi
اکبرخان	'akbarxAn
شاگردانگی	SAgerdAnegi
گ	gAf
روسیاهی	rusiyAhi
کم‌غذایی	kamqazAyi
پوکر	poker
بست	bast
غیرمسیحی	qeyremasihi
سازمان‌بندی	sAzemAnbandi
غضنفر	qazanfar
نهاوندی	nahAvandi
راسته	rAste
دین‌مدار	dinmadAr
پاشیده	pASide
عهد‌‌شکنی	'ahdSekani
فیزیولوژیکی	fiziyoloZiki
هم‌خدمت	hamxedmat
سمند	samand
چندل	Candal
سفالی	sofAli
هجا	hejA
جاودانگی	jAvedAnegi
درنده‌خو	darrandexu
مایملک	mAyamlak
قاش	qAS
آلومین	'Alomin
مهاجرانی	mohAjerAni
کن	kan
عماد‌‌زاده	'emAdzAde
آمپول‌زن	'Ampulzan
مسموم	masmum
مسلک	maslak
هفت‌تپه	hafttappe
رحمان	rahmAn
صاف‌وساده	sAfosAde
حیرت	heyrat
از‌سرگرفته	'azsargerefte
برکنده	barkande
راستین	rAstin
گنوستی‌سیسم	genostisism
آینده‌پژوهی	'AyandepaZuhi
شاه‌‌چراغ	SAhCerAq
معتمد‌آریا	mo'tamedAriyA
چهار‌ایوانی	CAhAr'eyvAni
همکاری	hamkAri
گالیک	gAlik
هلیل‌رود	halilrud
پرستشگر	parasteSgar
مالتی	mAlti
نیمه	nime
دگرشکلی	degarSekli
دمرو	damaru
ایجاب	'ijAb
گچدار	gaCdAr
ماشین‌سازی	mASinsAzi
مثالی	mesAli
باابهت	bA'obohhat
پنجره‌بندی	panjerebandi
یونانی‌نشین	yunAnineSin
پرتابل	portAbl
آزرمگین	'Azarmgin
ارشد	'arSad
پهناور	pahnAvar
عبدالحسینی	'abdolhoseyni
تک‌تیراندازی	taktirandAzi
سالگی	sAlegi
تلمذ	talammoz
زرکوب	zarkub
حسرت‌آلود	hasratAlud
کم‌‌نمک	kamnamak
آمرزید	'Amorzid
درآورد	darAvard
فلاندری	felAnderi
اوزالید	'ozAlid
جواهر	javAher
ارتزاق	'ertezAq
کوچ	kuC
ناسیونال	nAsiyonAl
زیانکار	ziyAnkAr
قایمه	qAyeme
شکاکیت	SakkAkiyyat
اطهر	'athar
به‌تصریح	betasrih
سفال‌سازی	sofAlsAzi
پادساعت‌گرد	pAdsA'atgard
پنجه‌ای	panje'i
هویزه	hoveyze
مادرزاد	mAdarzAd
همخوابگی	hamxAbegi
شعرسرایی	Se'rsorAyi
ایر	'ir
ملهم	molhem
وراج	verrAj
چندک	Condak
غمی	qami
چهار‌رنگ	CAhArrang
اصلانپور	'aslAnpur
دوش‌فنگ	duSfang
کشکول	kaSkul
چنال	CenAl
آمفی	'Amfi
پشته	poSte
صدقات	sadaqAt
مقتدرانه	moqtaderAne
بقا	baqA
بی‌اشتباه	bi'eStebAh
حسرت‌بار	hasratbAr
موسوی‌نیا	musaviniyA
سازمانی	sAzmAni
گلنوش	golnuS
گرشاسب	garSAsb
اغنیا	'aqniyA
اطلاعیه	'ettelA'iyye
تنندویان	tananduyAn
لاشخورها	lASxorhA
شائبه	SA'ebe
منوسیت	monosit
ژرمن	Zerman
منکسر	monkaser
بابصیرت	bAbasirat
کاتد	kAtod
سوکارنو	sokArno
ارتفاعات	'ertefA'At
بهار	bahAr
بی‌ثمر	bisamar
انجام‌دهنده	'anjAmdahande
دنیائی	donyA'i
همایشی	hamAyeSi
روییده	ruyide
ذخایر	zaxAyer
عابدزاده	'AbedzAde
توش	tuS
عنود	'anud
بی‌مثال	bimesAl
بمب‌گذار	bombgozAr
ثنایا	sanAyA
آتش‌زا	'AtaSzA
نورزاده	nurzAde
شارش	SAreS
ک	kAf
فرا‌‌صنعتی	farAsan'ati
ناظرزاده	nAzerzAde
مستهلک	mostahlak
لاطائل	lAtA'el
شکم‌پرور	Sekamparvar
ناکجاآباد	nAkojA'AbAd
تاجگذاری	tAjgozAri
آفتابی	'AftAbi
بتگر	botgar
تناوب	tanAvob
جفری	jafri
معترض	mo'tarez
رجائی	rajA'i
مختلفه	moxtalefe
یاریگر	yArigar
بیلیارد	bilyArd
قوطی	quti
اسکولاستیک	'eskolAstik
ویزیت	vizit
دربرگرفته	darbargerefte
اندونزی	'andonezi
مردمی	mardomi
لاریجانی	lArijAni
آدمیزاده	'AdamizAde
برابر	barAbar
رقصنده	raqsande
دوز	duz
اصولی	'osuli
شیخ‌‌زاده	SeyxzAde
محل	mahall
عنقا	'anqA
گلستان	golestAn
بمراتب	bemarAteb
بخشی	baxSi
الرد	'alrad
تل‌آویو	telAviv
تناسلی	tanAsoli
نمانده	namAnde
اوکی	'okey
خرکاری	xarkAri
فروزانفر	furuzAnfar
بدخوراک	badxorAk
تلخیص	talxis
باقرزاده	bAqerzAde
ترس‌آلود	tarsAlud
فوتبالی	futbAli
اسم	'esm
عصبی	'asabi
سرسرا	sarsarA
بطانه	batAne
دماشیب	damASib
آبکی	'Abaki
وصیف	vasif
تصویری	tasviri
یویو	yoyo
خاکپور	xAkpur
رجائیان	rajA'iyAn
بیمارستانی	bimArestAni
وزر	vezr
پران	parAn
اشتمال	'eStemAl
رگ‌شناسی	ragSenAsi
رحیم‌زاده	rahimzAde
کاکل	kAkol
گلشائیان	golSA'iyAn
ایفل	'ifel
بی‌صبرانه	bisabrAne
امیدی	'omidi
طالع‌‌بین	tAle'bin
خروس‌وزن	xurusvazn
انشراح	'enSerAh
کم‌لطف	kamlotf
بی‌مزد	bimozd
درازکش	derAzkeS
خوش‌سلیقه	xoSsaliqe
پرکن	porkon
غیرکارشناسی	qeyrekArSenAsi
پرکلرین	perkolorin
افکنده	'afkande
دفاین	dafAyen
مخیله	moxayyele
بی‌اشتهایی	bi'eStehAyi
هزارپیشه	hezArpiSe
اب	'ab
وقع	vaq'
سخن‌دانی	soxandAni
یل	yal
موج‌دار	mowjdAr
فرارفت	farAraft
شیپور	Seypur
ناوپایان	nAvpAyAn
برنز	boronz
پی‌نوشت	peyneveSt
صرد	sorad
فاضله	fAzele
فیکس	fiks
مظفرالدین‌شاه	mozaffareddinSAh
خرس	xers
آویخته	'Avixte
دریغ	dariq
قرون‌وسطی	qorunevostA
حبشه	habaSe
چرم	Carm
سنت‌‌شکنی	sonnatSekani
خوش‌فکر	xoSfekr
آقاکریمی	'AqAkarimi
دست‌وپاشکسته	dastopASekaste
پتانسیومتر	petAnsiyometr
گیرا	girA
هم‌گذاری	hamgozAri
رقاصه	raqqAse
آورده‌شده	'AvardeSode
پای‌افشار	pAyafSAr
عقبا	'oqbA
دشنه	deSne
پاپتی	pApati
گرماگیر	garmAgir
منت‌کشی	mennatkeSi
خاقانی	xAqAni
قمارخانه	qomArxAne
ترک‌تبار	torktabAr
سیدنی	sidni
حکومت‌نشین	hokumatneSin
نفتالین	naftAlin
شهیدپرور	Sahidparvar
مال‌اندوزی	mAlanduzi
جدائی‌ناپذیر	jodA'inApazir
تخته‌بندی	taxtebandi
حمایت‌کننده	hemAyatkonande
موجوده	mowjude
شاه‌‌عباس	SAh'abbAs
غزنوی	qaznavi
برق‌آسا	barqAsA
تیک	tik
سه‌‌لایه	selAye
پختی	paxti
سامان‌بخشی	sAmAnbaxSi
انژیوگرافی	'anZiyogerAfi
یکتا‌پناه	yektApanAh
جنگ‌آزموده	jangAzmude
هون	hun
میرحسن	mirhasan
در‌مقابل	darmoqAbele
ثروت‌اندوزی	servatanduzi
شخم‌‌زنی	Soxmzani
لاادریگری	lA'adrigari
رحمانی	rahmAni
مقارن	moqAren
تسامحی	tasAmohi
کموتاتور	komotAtor
کشک	kaSk
فیگور	figur
ساعت‌شمار	sA'atSomAr
سهل‌الحصول	sahlolhusul
رودخانه	rudxAne
یاحقی	yAhaqqi
سمیت	sammiyyat
فکور	fakur
منعطف	mon'atef
با‌خدا	bAxodA
سنگین‌وزن	sanginvazn
بخشنامه	baxSnAme
متحد	mottahed
ژیگو	Zigo
پان‌عربیسم	pAn'arabism
فاصله‌‌گیری	fAselegiri
رومان	romAn
قولنجی	qolanji
دریابانی	daryAbAni
ابوعطا	'abu'atA
تمجید	tamjid
تشخیصی	taSxisi
بیانات	bayAnAt
تطویل	tatvil
احساس‌برانگیز	'ehsAsbarangiz
بازپسگیری	bAzpasgiri
بین‌ایالتی	beyne'eyAlati
بازارسازی	bAzArsAzi
یکروزه	yekruze
هندوکش	hendokeS
ابطال‌پذیری	'ebtAlpaziri
اغواگر	'eqvAgar
ویترین	vitrin
موزیکال	muzikAl
صاحبی	sAhebi
پاروئی	pAru'i
جلیس	jalis
اثناء	'asnA
تباهکار	tabAhkAr
پرده‌دار	pardedAr
وعاظ	vo''Az
تکه‌پاره	tekkepAre
وانهاده	vAnahAde
بندر‌انزلی	bandaranzali
هارمونیک	hArmonik
خانمان‌برانداز	xAnemAnbarandAz
شرجی	Sarji
منتقدانه	montaqedAne
سلول‌شناسی	sellulSenAsi
تعاون	ta'Avon
یزید	yazid
آل‌رسول	'Alerasul
نجاتگر	nejAtgar
سیب	sib
اخشابی	'axSAbi
فاکتور	fAktor
بمحض	bemahze
خستگی	xastegi
سرکار	sarkAr
سبابه	sabbAbe
آل‌مظفر	'Alemozaffar
اتکال	'ettekAl
کثافت	kesAfat
به‌اصطلاح	be'estelAh
فرمول‌‌بندی	formulbandi
پادزا	pAdzA
طوس	tus
انتقال	'enteqAl
مهرابی	mehrAbi
کیسه‌‌کش	kisekeS
شوره	Sure
یراق	yarAq
لکنت	loknat
زیار	ziyAr
مدال‌آور	medAlAvar
ابوالبشر	'abolbaSar
الحسینی	'alhoseyni
دقائق	daqA'eq
خرمافروش	xormAfuruS
ماردمان	mArdomAn
ذبیحی	zabihi
نافرجامی	nAfarjAmi
موثق	movassaq
اپورتونیست	'oportunist
مقام‌طلب	maqAmtalab
وهم‌آور	vahmAvar
فریق	fariq
تعلیم	ta'lim
امان	'amAn
قاتی	qAti
دیودوتوس	diyodotus
فرز	ferez
فتاحی	fattAhi
گونه‌گون	gunegun
کرس	kors
آسپرین	'Asperin
اثبات	'esbAt
کتابخانه	ketAbxAne
سیدصالحی	seyyedsAlehi
زلزله‌خیز	zelzelexiz
دوقلو	doqolu
سرطان‌زا	saratAnzA
نامساعد	nAmosA'ed
خانم	xAnom
انحناء	'enhenA'
فرنوش	farnuS
ان‌شاءالله	'enSA'allAh
انفاق	'enfAq
میهمان	mihmAn
حجام	hajjAm
اقبال	'eqbAl
صمغی	samqi
جست‌وجو	jostoju
وشو	voSo
نقی	naqi
زراندوزی	zaranduzi
خوزستانی	xuzestAni
جنید	joneyd
معاشرتی	mo'ASerati
پیرا	pirA
صراط	serAt
دورنگار	durnegAr
چاپید	CApid
سبک‌شناسی	sabkSenAsi
تبادلاتی	tabAdolAti
مرزبندی	marzbandi
غیردرسی	qeyredarsi
چگالش	CegAleS
تک‌سرنشین	taksarneSin
گارد	gArd
نص	nass
حنانه	hannAne
انفعال	'enfe'Al
سمبل	sambol
امیرخانی	'amirxAni
آرام	'ArAm
آرامگه	'ArAmgah
دبیرخانه	dabirxAne
واهمه	vAheme
توتون	tutun
اشاره‌وار	'eSArevAr
نمایان	namAyAn
بدنساز	badansAz
پیشبال	piSbAl
پند	pand
ماحضر	mAhazar
شهرنشینی	SahrneSini
هیوا	hivA
بلاشک	belASak
با‌واسطه	bAvAsete
زردی	zardi
غیرمنصفانه	qeyremonsefAne
طغرا	toqrA
مآثر	ma'Aser
خنکی	xonaki
برده‌فروش	bardefuruS
باوفا	bAvafA
گلوت	gelot
قصرشیرین	qasreSirin
استخوان‌دار	'ostexAndAr
الوسط	'alvasat
خوش‌صورت	xoSsurat
زردپوش	zardpuS
آریان	'AriyAn
باده‌نوشی	bAdenuSi
پشتیبان	poStibAn
عبارت	'ebArat
پونک	punak
مختل	moxtal
چند	Cand
کار‌‌و‌‌بار	kArobAr
دیزین	dizin
نقده	naqade
لثه	lase
برازنده	barAzande
بنیادگرا	bonyAdgerA
کاندیدا	kAndidA
غیرمتمرکز	qeyremotamarkez
منتجه	montajje
کسبه	kasabe
چپ‌رو	Caprow
ولنگار	velengAr
پوستگیر	pustgir
شرط‌بندی	Sartbandi
برازجان	borAzjAn
مظهرالعجایب	mazharol'ajAyeb
استرلاب	'ostorlAb
دل‌آرام	delArAm
ماترک	mAtarak
لاهه	lAhe
رادیوئی	rAdiyo'i
فخیم	faxim
مرجوع	marju'
مینا	minA
الکتریکی	'elekteriki
فیش	fiS
سیف‌‌زاده	seyfzAde
صحرائیان	sahrA'iyAn
فرقه‌‌گرا	ferqegerA
شیر	Sir
کارخانه‌‌دار	kArxAnedAr
پنبه‌کاری	panbekAri
کلپتره	kalpatre
همرس	hamras
سوئیچ	su'iC
مشارق	maSAreq
مزقان	mezqAn
سیلان	sayalAn
صندوقی	sandoGi
دانشمندی	dAneSmandi
جوار	javAr
نازک‌اندیشی	nAzokandiSi
مسافر‌کش	mosAferkeS
زورگیری	zurgiri
فراجناحی	farAjenAhi
تکیاختگان	takyAxtegAn
مورد‌نیاز	mowredeniyAz
متالیک	metAlik
باباعلی	bAbA'ali
تیمول	timol
برابرنهاد	barAbarnahAd
مادلین	mAdlin
فرانسوی‌‌تبار	farAnsavitabAr
صادراتی	sAderAti
ناگه	nAgah
صنیعی	sani'i
ماهری	mAheri
تنقید	tanqid
نویدی	navidi
الوداع	'alvedA'
اخوانیات	'exvAniyAt
هم‌زمانی	hamzamAni
چچنی	CeCeni
پاتابه	pAtAbe
اسداللهی	'asadollAhi
شکر‌آباد	SokrAbAd
واقع	vAqe'
اداره‌شده	'edAreSode
ماس‌ماسک	mAsmAsak
موزامبیکی	muzAmbiki
موتورسیکلت	motorsiklet
پدیدارشناسی	padidArSenAsi
دولاچنگ	dolACang
اوپتیک	'optik
به‌یاد‌ماندنی	beyAdmAndani
برخورداری	barxordAri
شاگردانه	SAgerdAne
کانت	kAnt
افزودگی	'afzudegi
انگیزشی	'angizeSi
کج‌بیل	kajbil
تخریب‌گر	taxribgar
کودتا	kudetA
دموکراتیک	demokrAtik
جولان	jowlAn
برجسته‌سازی	barjestesAzi
مهیار	mahyAr
روزبهانی	ruzbahAni
جامعه‌ستیز	jAme'esetiz
بادیه‌نشینی	bAdiyeneSini
اوراقی	'owrAqi
تلف	talaf
مظفرالدین	mozaffareddin
عور	'ur
خط‌خوان	xatxAn
هاجر	hAjar
پرنشاط	porneSAt
سماء	samA
بایع	bAye'
نازخاتون	nAzxAtun
شفیق	Safiq
فتحعلیشاهی	fath'aliSAhi
اسکله‌سازی	'eskelesAzi
وقتی‌که	vaqtike
انسان‌گونه	'ensAngune
درشت	doroSt
تلبیس	talbis
رئالیست	re'Alist
حسب‌حال	hasbehAl
فرخنده	farxonde
صلاح‌‌اندیشی	salAhandiSi
ترفیع	tarfi'
رفاه‌طلبی	refAhtalabi
صمغ	samq
لطفی‌زاده	lotfizAde
صرف	sarf
جلوئی	jolow'i
جسارت	jesArat
ماموریتی	ma'muriyyati
گلوکزید	golukozid
بیمه‌ای	bime'i
سگ‌جان	sagjAn
تمبرشناسی	tamrSenAsi
مردم‌سالارانه	mardomsAlArAne
زیانکاری	ziyAnkAri
حکمفرما	hokmfarmA
ترمه	terme
بی‌توشه	bituSe
هم‌خانه	hamxAne
فردوست	fardust
ویژه	viZe
بازگفت	bAzgoft
رودرروئی	rudarru'i
نارسنگ	nArsang
تهامه	tahAme
فنا‌‌شده	fanASode
رادیوپخش	rAdiyopaxS
مرابحه	morAbehe
خواسته‌شده	xAsteSode
پرماجرا	pormAjarA
بازنامه	bAznAme
زادگاه	zAdgAh
انسان‌دوستی	'ensAndusti
زهر‌چشم	zahreCeSm
درگیری	dargiri
چله‌نشین	CelleneSin
استعاری	'este'Ari
افضلیت	'afzaliyyat
کمک	komak
سگ‌دانی	sagdAni
علمداری	'alamdAri
مهر‌و‌موم	mohromum
هرمافرودیت	hermAferodit
هرج‌‌ومرج	harjomarj
ترموالکتریک	termo'elektirik
تنیده	tanide
برگر	berger
اصول	'osul
لس‌آنجلسی	losAnjelesi
آسپیرین	'Aspirin
چشمخانه	CeSmxAne
عده	'edde
قرارداد	qarArdAd
لواشک	lavASak
بی‌جن‌خان	bijanxAn
تشتک	taStak
بیابانگرد	biyAbAngard
اقتباس	'eqtebAs
چند‌صد‌ساله	CandsadsAle
ممنوع‌شده	mamnu'Sode
گاوبندی	gAvbandi
آسوندار	'AsundAr
گوشه‌گیری	guSegiri
حالی	hAli
موالید	mavAlid
سیاستمدارانه	siyAsatmadArAne
کلینیکی	keliniki
هامونی	hAmuni
دارابگرد	dArAbgard
تک‌خطی	takxatti
شیعه‌‌گری	Si'egari
افق	'ofoq
الاخبار	'al'axbAr
کرسر	kerser
قصرنشین	qasrneSin
چالوس	CAlus
بقه	boqqe
آهک‌پزی	'Ahakpazi
آجان	'AjAn
بلوری	boluri
اصلاح‌گرایی	'eslAhgerAyi
اورژانسی	'urZAnsi
خیار	xiyAr
ناصره	nAsere
شایبه	SAyebe
خاکزاد	xAkzAd
نابینایی	nAbinAyi
غیرمتوازن	qeyremotevAzen
احتیاط‌کاری	'ehtiyAtkAri
بالید	bAlid
خط‌مشی	xattemaSy
شیدا	SeydA
مردم‌نگاری	mardomnegAri
یزدیان	yazdiyAn
مندرج	mondaraj
طلاکار	talAkAr
آشوربانیپال	'ASurbAnipAl
وحیانی	vahyAni
پانکراس	pAnkerAs
چاقو	CAqu
نظامنامه	nezAmnAme
قرمزی	qermezi
اسموکینگ	'esmoking
قبطیه	qebtiyye
افسرد	'afsord
آینده‌شناسی	'AyandeSenAsi
قبیح	qabih
جنیدی	joneydi
کبریتی	kebriti
فرشته	fereSte
تثبیت	tasbit
اقران	'aqrAn
هیوندایی	hiyundAyi
پی‌گیرنده	peygirande
خوش‌قریحه	xoSqarihe
آب‌خوری	'Abxori
نوسازی	nowsAzi
بوشهر	buSehr
الکتریک	'elekterik
علی‌‌قلی	'aliqoli
قوچانی	quCAni
دو‌روزه	doruze
چند‌شغله	CandSoqle
عمران	'emrAn
درجه‌بندی	darajebandi
قاسمزاده	qAsemzAde
المیزان	'almizAn
پرانید	parAnid
ماجراجوئی	mAjarAju'i
فروپاشی	forupASi
روشن‌دلی	rowSandeli
صلح‌‌طلبی	solhtalabi
آتلانتیس	'AtlAntis
قسط‌‌بندی	qestbandi
جیپ	jip
کوه‌‌پیکر	kuhpeykar
فینالیست	finAlist
پاتان	pAtAn
رئالیسم	re'Alism
بی‌سرانجامی	bisaranjAmi
فراخی	farAxi
غیرعرب	qeyre'arab
همنوازی	hamnavAzi
کانالی	kAnAli
کرویت	koraviyyat
غیر‌‌عقلایی	qeyre'oqalAyi
شکرریز	Sekarriz
بیچاره	biCAre
بوالهوس	bolhavas
فعلگی	fa'legi
کازینو	kAzino
توجیه	towjih
سجاده‌نشین	sajjAdeneSin
دو‌زمانه	dozamAne
رولحافی	rulahAfi
آیفون	'Ayfon
صمدیان	samadiyAn
آنتیمون	'Antimon
برجسته‌کاری	barjestekAri
به‌زور	bezur
جغرافی‌نویس	joqrAfinevis
بخاری	boxAri
مروارید	morvArid
اندرون	'andarun
شوک	Sok
چهارانگشتی	CAhArangoSti
روش‌شناختی	raveSSenAxti
نقشی	naqSi
قیمه	qeyme
خشکانیده	xoSkAnide
تنگ‌نظری	tangnazari
سکنگبین	sekangabin
ون	van
تقاضانامه	taqAzAnAme
استرآباد	'estarAbAd
داروک	dArovak
انبان	'anbAn
عقول	'oqul
اسپرانتو	'esperAnto
عضاده	'ezAde
کاتالاز	kAtAlAz
ماهدشت	mAhdaSt
تجدیدنظرطلب	tajdidenazartalab
مشگی	maSgi
مکسور	maksur
استرداد	'esterdAd
لنف	lanf
حماء	hemA
چایخانه	CAyxAne
مرضی	marazi
حاره	hArre
فریبرز	fariborz
الغدیر	'alqadir
خودآگاهی	xodAgAhi
تقسیم‌شده	taqsimSode
تیمورلنگ	teymurelang
کمیسری	komiseri
ابولهب	'abulahab
پنهانکاری	penhAnkAri
پیش‌آگهی	piSAgahi
برچه	barCe
مرجع	marja'
منظور	manzur
استنشاق	'estenSAq
قیصر	qeysar
سمباده	sombAde
حس‌گیری	hesgiri
کنده‌‌کاری‌‌شده	kandekAriSode
دهندگان	dahandegAn
بی‌زوال	bizavAl
بی‌ستاره	bisetAre
نوار	navAr
علیک‌السلام	'aleykassalAm
کار‌‌گه	kArgah
فاگوسیتوز	fAgositoz
هندبالی	handbAli
بی‌عرضه	bi'orze
معدوم	ma'dum
شارژ	SArZ
سرانید	sorAnid
ابدالدهر	'abadoddahr
عزت	'ezzat
پزنده	pazande
فوتون	foton
ماهیگیر	mAhigir
چاله‌میدان	CAlemeydAn
ژنرال	ZenerAl
به‌سزا	besezA
تعجبی	ta'ajjobi
غازان	qAzAn
جده‌ای	jadde'i
استحضار	'estehzAr
شهناز	SahnAz
رو	rav
سرآسیاب	sarAsyAb
خرسند	xorsand
باف	bAf
مظروف	mazruf
حلوا	halvA
اردک‌ماهی	'ordakmAhi
کاناپه	kAnApe
میلین‌دار	miyelindAr
حرفه‌آموزی	herfe'Amuzi
دراز‌نویسی	derAznevisi
ترش‌مزه	torSmazze
علی‌مراد	'alimorAd
سغد	soqd
فضانوردی	fazAnavardi
وطواط	vatvAt
کامو	kAmo
لهو‌و‌لعب	lahvola'eb
ذات	zAt
ایرنا	'irnA
مکتشف	moktaSef
لوژ	luZ
متحدالمرکز	mottahedolmarkaz
حقارت	heqArat
سبو	sabu
فلورا	felorA
شاه‌پسند	SAhpasand
اکبرنژاد	'akbarneZAd
هوسران	havasrAn
خط‌القعر	xattolqa'r
دین‌شناس	dinSenAs
ارمنستان	'armanestAn
بازداشته	bAzdASte
عمود‌‌پرواز	'amudparvAz
رامهرمز	rAmhormoz
ستاوند	satAvand
آرامگاه	'ArAmgAh
کارگاهی	kArgAhi
آغازی	'AqAzi
پدرسوختگی	pedarsuxtegi
محارم	mahArem
مانیفست	mAnifest
مسجل	mosajjal
شکل‌‌گرفته	Seklgerefte
به‌تصویب‌رسیده	betasvibreside
هفت‌حوض	hafthowz
عصبیت	'asabiyyat
غیرآسفالته	qeyre'AsfAlte
نافذ	nAfez
فرغانه	farAqane
یاری	yAri
کوچان	kuCAn
پیرامونیان	pirAmuniyAn
دهشت	dehSat
مثنوی	masnavi
ژرف‌بین	Zarfbin
برایند	barAyand
هادی‌زاده	hAdizAde
لیبریا	liberiyA
مهناز	mahnAz
چارچنگولی	CArCanguli
ینال	yanAl
نورسنجی	nursanji
کتابشناس	ketAbSenAs
جانورشناسی	jAnevarSenAsi
الجزائری	'aljazA'eri
چایکوفسکی	CAykofski
متحیر	motehayyer
جلالت	jalAlat
ملخی	malaxi
آدم‌سوزی	'Adamsuzi
